id,exact+AF8-time+AF8-before+AF8-event,exact+AF8-time+AF8-after+AF8-event,model+AF8-type,val+AF8-fold,in+AF8-channels,hidden+AF8-channels,hidden+AF8-size,kernel+AF8-sizes,d+AF8-model,nhead,num+AF8-layers,bidirectional,dim+AF8-feedforward,dropout+AF8-rate
209820,300,200,LSTM,0,28,32,,,,,3,True,,+ACI-0,3+ACI-
209830,650,100,LSTM,1,28,64,,,,,4,False,,+ACI-0,5+ACI-
209840,2500,0,LSTM,2,28,128,,,,,5,True,,+ACI-0,5+ACI-
209850,600,150,LSTM,1,28,256,,,,,2,True,,+ACI-0,3+ACI-
209860,1800,200,LSTM,2,28,16,,,,,3,False,,+ACI-0,3+ACI-
209870,2000,0,LSTM,0,28,32,,,,,4,True,,+ACI-0,5+ACI-
209880,500,0,LSTM,1,28,64,,,,,5,False,,+ACI-0,5+ACI-
209890,1900,100,LSTM,2,28,128,,,,,2,False,,+ACI-0,4+ACI-
209900,550,200,LSTM,0,28,256,,,,,3,True,,+ACI-0,4+ACI-
209910,700,300,LSTM,1,28,16,,,,,4,False,,+ACI-0,5+ACI-
209920,150,100,LSTM,1,28,32,,,,,5,True,,+ACI-0,4+ACI-
209930,450,50,LSTM,2,28,64,,,,,2,True,,+ACI-0,4+ACI-
209940,1300,200,LSTM,0,28,128,,,,,3,False,,+ACI-0,3+ACI-
209950,1800,200,LSTM,1,28,256,,,,,4,True,,+ACI-0,5+ACI-
209960,450,50,LSTM,2,28,16,,,,,5,False,,+ACI-0,3+ACI-
209970,700,300,LSTM,1,28,32,,,,,2,False,,+ACI-0,4+ACI-
209980,400,100,LSTM,0,28,64,,,,,3,True,,+ACI-0,4+ACI-
209990,450,50,LSTM,1,28,128,,,,,4,False,,+ACI-0,5+ACI-
210000,1000,0,LSTM,2,28,256,,,,,5,True,,+ACI-0,3+ACI-
210010,600,150,LSTM,0,28,16,,,,,2,True,,+ACI-0,3+ACI-
210020,1500,0,LSTM,1,28,32,,,,,3,False,,+ACI-0,3+ACI-
210030,500,250,LSTM,2,28,64,,,,,4,True,,+ACI-0,4+ACI-
210040,300,200,LSTM,0,28,128,,,,,5,False,,+ACI-0,5+ACI-
210050,1000,0,LSTM,1,28,256,,,,,2,False,,+ACI-0,3+ACI-
210060,250,0,LSTM,2,28,16,,,,,3,True,,+ACI-0,3+ACI-
210070,1200,300,LSTM,0,28,32,,,,,4,False,,+ACI-0,5+ACI-
210080,2800,200,LSTM,1,28,64,,,,,5,True,,+ACI-0,5+ACI-
210090,300,200,LSTM,0,28,128,,,,,2,True,,+ACI-0,5+ACI-
210100,1800,200,LSTM,2,28,256,,,,,3,False,,+ACI-0,4+ACI-
210110,800,200,LSTM,0,28,16,,,,,4,True,,+ACI-0,3+ACI-
210120,900,100,LSTM,1,28,32,,,,,5,False,,+ACI-0,4+ACI-
210130,550,200,LSTM,2,28,64,,,,,2,False,,+ACI-0,3+ACI-
210140,2200,300,LSTM,0,28,128,,,,,3,True,,+ACI-0,5+ACI-
210150,700,300,LSTM,1,28,256,,,,,4,False,,+ACI-0,5+ACI-
210160,250,0,LSTM,2,28,16,,,,,5,True,,+ACI-0,5+ACI-
210170,1500,0,LSTM,0,28,32,,,,,2,True,,+ACI-0,4+ACI-
210180,800,200,LSTM,1,28,64,,,,,3,False,,+ACI-0,4+ACI-
210190,700,300,LSTM,2,28,128,,,,,4,True,,+ACI-0,3+ACI-
210200,2200,300,LSTM,0,28,256,,,,,5,False,,+ACI-0,5+ACI-
210210,650,100,LSTM,2,28,16,,,,,2,False,,+ACI-0,4+ACI-
210220,3000,0,LSTM,0,28,32,,,,,3,True,,+ACI-0,5+ACI-
210230,150,100,LSTM,1,28,64,,,,,4,False,,+ACI-0,3+ACI-
210240,1900,100,LSTM,2,28,128,,,,,5,True,,+ACI-0,4+ACI-
210250,800,200,LSTM,2,28,256,,,,,2,True,,+ACI-0,5+ACI-
210260,2000,0,LSTM,0,28,16,,,,,3,False,,+ACI-0,4+ACI-
210270,2700,300,LSTM,2,28,32,,,,,4,True,,+ACI-0,4+ACI-
210280,600,150,LSTM,0,28,64,,,,,5,False,,+ACI-0,4+ACI-
210290,3000,0,LSTM,0,28,128,,,,,2,False,,+ACI-0,3+ACI-
210300,2000,0,LSTM,1,28,256,,,,,3,True,,+ACI-0,4+ACI-
210310,1300,200,LSTM,2,28,16,,,,,4,False,,+ACI-0,4+ACI-
210320,2500,0,LSTM,0,28,32,,,,,5,True,,+ACI-0,3+ACI-
210330,3000,0,LSTM,1,28,64,,,,,2,True,,+ACI-0,3+ACI-
210340,1200,300,LSTM,2,28,128,,,,,3,False,,+ACI-0,4+ACI-
210350,600,150,LSTM,0,28,256,,,,,4,True,,+ACI-0,4+ACI-
210360,1400,100,LSTM,1,28,16,,,,,5,False,,+ACI-0,3+ACI-
210370,1900,100,LSTM,2,28,32,,,,,2,False,,+ACI-0,5+ACI-
210380,300,200,LSTM,0,28,64,,,,,3,True,,+ACI-0,5+ACI-
210390,650,100,LSTM,1,28,128,,,,,4,False,,+ACI-0,5+ACI-
210400,300,200,LSTM,0,28,256,,,,,5,True,,+ACI-0,3+ACI-
210410,700,50,LSTM,1,28,16,,,,,2,True,,+ACI-0,4+ACI-
210420,600,150,LSTM,0,28,32,,,,,3,False,,+ACI-0,4+ACI-
210430,3000,0,LSTM,0,28,64,,,,,4,True,,+ACI-0,3+ACI-
210440,150,100,LSTM,2,28,128,,,,,5,False,,+ACI-0,5+ACI-
210450,900,100,LSTM,1,28,256,,,,,2,False,,+ACI-0,5+ACI-
210460,300,200,LSTM,2,28,16,,,,,3,True,,+ACI-0,3+ACI-
210470,100,0,LSTM,0,28,32,,,,,4,False,,+ACI-0,3+ACI-
210480,200,50,LSTM,1,28,64,,,,,5,True,,+ACI-0,3+ACI-
210490,450,50,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
210500,1800,200,LSTM,1,28,256,,,,,3,False,,+ACI-0,4+ACI-
210510,1700,300,LSTM,2,28,16,,,,,4,True,,+ACI-0,5+ACI-
210520,450,300,LSTM,0,28,32,,,,,5,False,,+ACI-0,5+ACI-
210530,800,200,LSTM,1,28,64,,,,,2,False,,+ACI-0,5+ACI-
210540,500,0,LSTM,2,28,128,,,,,3,True,,+ACI-0,3+ACI-
210550,2700,300,LSTM,0,28,256,,,,,4,False,,+ACI-0,3+ACI-
210560,500,0,LSTM,1,28,16,,,,,5,True,,+ACI-0,4+ACI-
210570,1700,300,LSTM,1,28,32,,,,,2,True,,+ACI-0,4+ACI-
210580,3000,0,LSTM,0,28,64,,,,,3,False,,+ACI-0,3+ACI-
210590,350,150,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
210600,2900,100,LSTM,2,28,256,,,,,5,False,,+ACI-0,5+ACI-
210610,2500,0,LSTM,1,28,16,,,,,2,False,,+ACI-0,4+ACI-
210620,300,200,LSTM,0,28,32,,,,,3,True,,+ACI-0,4+ACI-
210630,2300,200,LSTM,1,28,64,,,,,4,False,,+ACI-0,3+ACI-
210640,450,300,LSTM,2,28,128,,,,,5,True,,+ACI-0,4+ACI-
210650,1300,200,LSTM,1,28,256,,,,,2,True,,+ACI-0,5+ACI-
210660,700,50,LSTM,2,28,16,,,,,3,False,,+ACI-0,3+ACI-
210670,2200,300,LSTM,0,28,32,,,,,4,True,,+ACI-0,5+ACI-
210680,900,100,LSTM,2,28,64,,,,,5,False,,+ACI-0,3+ACI-
210690,650,100,LSTM,0,28,128,,,,,2,False,,+ACI-0,5+ACI-
210700,2200,300,LSTM,2,28,256,,,,,3,True,,+ACI-0,3+ACI-
210710,400,100,LSTM,1,28,16,,,,,4,False,,+ACI-0,5+ACI-
210720,1900,100,LSTM,0,28,32,,,,,5,True,,+ACI-0,3+ACI-
210730,200,50,LSTM,1,28,64,,,,,2,True,,+ACI-0,4+ACI-
210740,750,0,LSTM,2,28,128,,,,,3,False,,+ACI-0,4+ACI-
210750,500,250,LSTM,0,28,256,,,,,4,True,,+ACI-0,5+ACI-
210760,800,200,LSTM,1,28,16,,,,,5,False,,+ACI-0,4+ACI-
210770,1700,300,LSTM,2,28,32,,,,,2,False,,+ACI-0,4+ACI-
210780,300,200,LSTM,0,28,64,,,,,3,True,,+ACI-0,4+ACI-
210790,400,100,LSTM,1,28,128,,,,,4,False,,+ACI-0,5+ACI-
210800,500,0,LSTM,2,28,256,,,,,5,True,,+ACI-0,5+ACI-
210810,800,200,LSTM,1,28,16,,,,,2,True,,+ACI-0,4+ACI-
210820,700,50,LSTM,2,28,32,,,,,3,False,,+ACI-0,4+ACI-
210830,400,100,LSTM,2,28,64,,,,,4,True,,+ACI-0,5+ACI-
210840,2900,100,LSTM,0,28,128,,,,,5,False,,+ACI-0,4+ACI-
210850,3000,0,LSTM,1,28,256,,,,,2,False,,+ACI-0,5+ACI-
210860,2500,0,LSTM,2,28,16,,,,,3,True,,+ACI-0,3+ACI-
210870,1000,0,LSTM,1,28,32,,,,,4,False,,+ACI-0,4+ACI-
210880,1400,100,LSTM,2,28,64,,,,,5,True,,+ACI-0,3+ACI-
210890,2900,100,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
210900,650,100,LSTM,1,28,256,,,,,3,False,,+ACI-0,5+ACI-
210910,2300,200,LSTM,2,28,16,,,,,4,True,,+ACI-0,4+ACI-
210920,2300,200,LSTM,0,28,32,,,,,5,False,,+ACI-0,3+ACI-
210930,100,0,LSTM,2,28,64,,,,,2,False,,+ACI-0,5+ACI-
210940,2700,300,LSTM,0,28,128,,,,,3,True,,+ACI-0,5+ACI-
210950,900,100,LSTM,1,28,256,,,,,4,False,,+ACI-0,4+ACI-
210960,700,300,LSTM,2,28,16,,,,,5,True,,+ACI-0,3+ACI-
210970,350,150,LSTM,1,28,32,,,,,2,True,,+ACI-0,3+ACI-
210980,2200,300,LSTM,0,28,64,,,,,3,False,,+ACI-0,3+ACI-
210990,700,300,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
211000,350,150,LSTM,2,28,256,,,,,5,False,,+ACI-0,3+ACI-
211010,750,0,LSTM,1,28,16,,,,,2,False,,+ACI-0,5+ACI-
211020,1000,0,LSTM,2,28,32,,,,,3,True,,+ACI-0,5+ACI-
211030,1700,300,LSTM,2,28,64,,,,,4,False,,+ACI-0,3+ACI-
211040,300,200,LSTM,2,28,128,,,,,5,True,,+ACI-0,3+ACI-
211050,2500,0,LSTM,2,28,256,,,,,2,True,,+ACI-0,3+ACI-
211060,550,200,LSTM,0,28,16,,,,,3,False,,+ACI-0,4+ACI-
211070,900,100,LSTM,1,28,32,,,,,4,True,,+ACI-0,5+ACI-
211080,500,250,LSTM,1,28,64,,,,,5,False,,+ACI-0,3+ACI-
211090,700,300,LSTM,2,28,128,,,,,2,False,,+ACI-0,3+ACI-
211100,900,100,LSTM,0,28,256,,,,,3,True,,+ACI-0,4+ACI-
211110,1900,100,LSTM,1,28,16,,,,,4,False,,+ACI-0,4+ACI-
211120,500,250,LSTM,0,28,32,,,,,5,True,,+ACI-0,4+ACI-
211130,450,50,LSTM,0,28,64,,,,,2,True,,+ACI-0,3+ACI-
211140,100,0,LSTM,1,28,128,,,,,3,False,,+ACI-0,4+ACI-
211150,200,50,LSTM,2,28,256,,,,,4,True,,+ACI-0,4+ACI-
211160,2300,200,LSTM,2,28,16,,,,,5,False,,+ACI-0,5+ACI-
211170,450,50,LSTM,1,28,32,,,,,2,False,,+ACI-0,5+ACI-
211180,1300,200,LSTM,2,28,64,,,,,3,True,,+ACI-0,4+ACI-
211190,1000,0,LSTM,1,28,128,,,,,4,False,,+ACI-0,4+ACI-
211200,2900,100,LSTM,2,28,256,,,,,5,True,,+ACI-0,5+ACI-
211210,2000,0,LSTM,0,28,16,,,,,2,True,,+ACI-0,5+ACI-
211220,500,250,LSTM,1,28,32,,,,,3,False,,+ACI-0,4+ACI-
211230,1200,300,LSTM,2,28,64,,,,,4,True,,+ACI-0,3+ACI-
211240,1000,0,LSTM,0,28,128,,,,,5,False,,+ACI-0,5+ACI-
211250,2700,300,LSTM,1,28,256,,,,,2,False,,+ACI-0,4+ACI-
211260,2900,100,LSTM,2,28,16,,,,,3,True,,+ACI-0,3+ACI-
211270,350,150,LSTM,2,28,32,,,,,4,False,,+ACI-0,5+ACI-
211280,300,200,LSTM,0,28,64,,,,,5,True,,+ACI-0,4+ACI-
211290,1000,0,LSTM,2,28,128,,,,,2,True,,+ACI-0,3+ACI-
211300,2900,100,LSTM,0,28,256,,,,,3,False,,+ACI-0,3+ACI-
211310,1000,0,LSTM,1,28,16,,,,,4,True,,+ACI-0,4+ACI-
211320,800,200,LSTM,2,28,32,,,,,5,False,,+ACI-0,4+ACI-
211330,2800,200,LSTM,0,28,64,,,,,2,False,,+ACI-0,3+ACI-
211340,2700,300,LSTM,2,28,128,,,,,3,True,,+ACI-0,3+ACI-
211350,1500,0,LSTM,0,28,256,,,,,4,False,,+ACI-0,3+ACI-
211360,2500,0,LSTM,2,28,16,,,,,5,True,,+ACI-0,4+ACI-
211370,700,300,LSTM,0,28,32,,,,,2,True,,+ACI-0,5+ACI-
211380,700,50,LSTM,2,28,64,,,,,3,False,,+ACI-0,3+ACI-
211390,2200,300,LSTM,0,28,128,,,,,4,True,,+ACI-0,5+ACI-
211400,2400,100,LSTM,1,28,256,,,,,5,False,,+ACI-0,4+ACI-
211410,2700,300,LSTM,2,28,16,,,,,2,False,,+ACI-0,3+ACI-
211420,150,100,LSTM,0,28,32,,,,,3,True,,+ACI-0,3+ACI-
211430,200,50,LSTM,1,28,64,,,,,4,False,,+ACI-0,4+ACI-
211440,100,0,LSTM,2,28,128,,,,,5,True,,+ACI-0,5+ACI-
211450,100,0,LSTM,0,28,256,,,,,2,True,,+ACI-0,5+ACI-
211460,200,50,LSTM,2,28,16,,,,,3,False,,+ACI-0,5+ACI-
211470,2800,200,LSTM,1,28,32,,,,,4,True,,+ACI-0,3+ACI-
211480,450,300,LSTM,2,28,64,,,,,5,False,,+ACI-0,5+ACI-
211490,1400,100,LSTM,0,28,128,,,,,2,False,,+ACI-0,5+ACI-
211500,2200,300,LSTM,1,28,256,,,,,3,True,,+ACI-0,4+ACI-
211510,1700,300,LSTM,2,28,16,,,,,4,False,,+ACI-0,4+ACI-
211520,500,250,LSTM,0,28,32,,,,,5,True,,+ACI-0,4+ACI-
211530,2200,300,LSTM,1,28,64,,,,,2,True,,+ACI-0,3+ACI-
211540,1800,200,LSTM,2,28,128,,,,,3,False,,+ACI-0,4+ACI-
211550,250,0,LSTM,1,28,256,,,,,4,True,,+ACI-0,4+ACI-
211560,600,150,LSTM,2,28,16,,,,,5,False,,+ACI-0,4+ACI-
211570,450,300,LSTM,0,28,32,,,,,2,False,,+ACI-0,4+ACI-
211580,3000,0,LSTM,1,28,64,,,,,3,True,,+ACI-0,5+ACI-
211590,1200,300,LSTM,2,28,128,,,,,4,False,,+ACI-0,5+ACI-
211600,3000,0,LSTM,0,28,256,,,,,5,True,,+ACI-0,5+ACI-
211610,200,50,LSTM,0,28,16,,,,,2,True,,+ACI-0,3+ACI-
211620,2000,0,LSTM,2,28,32,,,,,3,False,,+ACI-0,4+ACI-
211630,450,50,LSTM,0,28,64,,,,,4,True,,+ACI-0,3+ACI-
211640,250,0,LSTM,1,28,128,,,,,5,False,,+ACI-0,4+ACI-
211650,2700,300,LSTM,0,28,256,,,,,2,False,,+ACI-0,5+ACI-
211660,1700,300,LSTM,1,28,16,,,,,3,True,,+ACI-0,4+ACI-
211670,1200,300,LSTM,0,28,32,,,,,4,False,,+ACI-0,3+ACI-
211680,300,200,LSTM,1,28,64,,,,,5,True,,+ACI-0,4+ACI-
211690,800,200,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
211700,2500,0,LSTM,1,28,256,,,,,3,False,,+ACI-0,3+ACI-
211710,500,250,LSTM,2,28,16,,,,,4,True,,+ACI-0,4+ACI-
211720,100,0,LSTM,1,28,32,,,,,5,False,,+ACI-0,5+ACI-
211730,250,0,LSTM,2,28,64,,,,,2,False,,+ACI-0,5+ACI-
211740,150,100,LSTM,0,28,128,,,,,3,True,,+ACI-0,3+ACI-
211750,200,50,LSTM,1,28,256,,,,,4,False,,+ACI-0,5+ACI-
211760,2900,100,LSTM,0,28,16,,,,,5,True,,+ACI-0,3+ACI-
211770,600,150,LSTM,1,28,32,,,,,2,True,,+ACI-0,4+ACI-
211780,2500,0,LSTM,2,28,64,,,,,3,False,,+ACI-0,3+ACI-
211790,450,300,LSTM,0,28,128,,,,,4,True,,+ACI-0,4+ACI-
211800,100,0,LSTM,1,28,256,,,,,5,False,,+ACI-0,5+ACI-
211810,2400,100,LSTM,2,28,16,,,,,2,False,,+ACI-0,4+ACI-
211820,450,50,LSTM,0,28,32,,,,,3,True,,+ACI-0,4+ACI-
211830,2400,100,LSTM,1,28,64,,,,,4,False,,+ACI-0,5+ACI-
211840,750,0,LSTM,2,28,128,,,,,5,True,,+ACI-0,4+ACI-
211850,1200,300,LSTM,1,28,256,,,,,2,True,,+ACI-0,3+ACI-
211860,550,200,LSTM,2,28,16,,,,,3,False,,+ACI-0,4+ACI-
211870,1900,100,LSTM,0,28,32,,,,,4,True,,+ACI-0,3+ACI-
211880,500,250,LSTM,2,28,64,,,,,5,False,,+ACI-0,4+ACI-
211890,450,300,LSTM,0,28,128,,,,,2,False,,+ACI-0,5+ACI-
211900,2400,100,LSTM,1,28,256,,,,,3,True,,+ACI-0,5+ACI-
211910,2000,0,LSTM,2,28,16,,,,,4,False,,+ACI-0,5+ACI-
211920,650,100,LSTM,0,28,32,,,,,5,True,,+ACI-0,5+ACI-
211930,1800,200,LSTM,1,28,64,,,,,2,True,,+ACI-0,5+ACI-
211940,400,100,LSTM,2,28,128,,,,,3,False,,+ACI-0,5+ACI-
211950,2000,0,LSTM,0,28,256,,,,,4,True,,+ACI-0,5+ACI-
211960,3000,0,LSTM,2,28,16,,,,,5,False,,+ACI-0,3+ACI-
211970,2800,200,LSTM,0,28,32,,,,,2,False,,+ACI-0,3+ACI-
211980,2000,0,LSTM,1,28,64,,,,,3,True,,+ACI-0,3+ACI-
211990,900,100,LSTM,2,28,128,,,,,4,False,,+ACI-0,4+ACI-
212000,650,100,LSTM,0,28,256,,,,,5,True,,+ACI-0,4+ACI-
212010,450,300,LSTM,2,28,16,,,,,2,True,,+ACI-0,5+ACI-
212020,500,0,LSTM,0,28,32,,,,,3,False,,+ACI-0,5+ACI-
212030,2200,300,LSTM,1,28,64,,,,,4,True,,+ACI-0,3+ACI-
212040,650,100,LSTM,2,28,128,,,,,5,False,,+ACI-0,3+ACI-
212050,200,50,LSTM,1,28,256,,,,,2,False,,+ACI-0,4+ACI-
212060,1700,300,LSTM,2,28,16,,,,,3,True,,+ACI-0,3+ACI-
212070,2500,0,LSTM,0,28,32,,,,,4,False,,+ACI-0,3+ACI-
212080,500,250,LSTM,2,28,64,,,,,5,True,,+ACI-0,5+ACI-
212090,1500,0,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
212100,1200,300,LSTM,1,28,256,,,,,3,False,,+ACI-0,3+ACI-
212110,1300,200,LSTM,0,28,16,,,,,4,True,,+ACI-0,3+ACI-
212120,1400,100,LSTM,1,28,32,,,,,5,False,,+ACI-0,5+ACI-
212130,2900,100,LSTM,2,28,64,,,,,2,False,,+ACI-0,5+ACI-
212140,300,200,LSTM,0,28,128,,,,,3,True,,+ACI-0,4+ACI-
212150,750,0,LSTM,1,28,256,,,,,4,False,,+ACI-0,3+ACI-
212160,200,50,LSTM,2,28,16,,,,,5,True,,+ACI-0,4+ACI-
212170,3000,0,LSTM,0,28,32,,,,,2,True,,+ACI-0,4+ACI-
212180,1200,300,LSTM,1,28,64,,,,,3,False,,+ACI-0,5+ACI-
212190,1500,0,LSTM,2,28,128,,,,,4,True,,+ACI-0,4+ACI-
212200,2800,200,LSTM,1,28,256,,,,,5,False,,+ACI-0,3+ACI-
212210,3000,0,LSTM,2,28,16,,,,,2,False,,+ACI-0,3+ACI-
212220,700,50,LSTM,0,28,32,,,,,3,True,,+ACI-0,4+ACI-
212230,700,300,LSTM,1,28,64,,,,,4,False,,+ACI-0,5+ACI-
212240,1900,100,LSTM,2,28,128,,,,,5,True,,+ACI-0,3+ACI-
212250,1800,200,LSTM,0,28,256,,,,,2,True,,+ACI-0,5+ACI-
212260,650,100,LSTM,0,28,16,,,,,3,False,,+ACI-0,3+ACI-
212270,600,150,LSTM,1,28,32,,,,,4,True,,+ACI-0,5+ACI-
212280,2000,0,LSTM,2,28,64,,,,,5,False,,+ACI-0,3+ACI-
212290,150,100,LSTM,0,28,128,,,,,2,False,,+ACI-0,4+ACI-
212300,400,100,LSTM,1,28,256,,,,,3,True,,+ACI-0,3+ACI-
212310,2500,0,LSTM,2,28,16,,,,,4,False,,+ACI-0,4+ACI-
212320,2700,300,LSTM,0,28,32,,,,,5,True,,+ACI-0,5+ACI-
212330,2800,200,LSTM,1,28,64,,,,,2,True,,+ACI-0,4+ACI-
212340,650,100,LSTM,2,28,128,,,,,3,False,,+ACI-0,4+ACI-
212350,1800,200,LSTM,1,28,256,,,,,4,True,,+ACI-0,3+ACI-
212360,2800,200,LSTM,0,28,16,,,,,5,False,,+ACI-0,4+ACI-
212370,500,0,LSTM,1,28,32,,,,,2,False,,+ACI-0,3+ACI-
212380,1500,0,LSTM,2,28,64,,,,,3,True,,+ACI-0,3+ACI-
212390,1900,100,LSTM,0,28,128,,,,,4,False,,+ACI-0,5+ACI-
212400,1800,200,LSTM,1,28,256,,,,,5,True,,+ACI-0,5+ACI-
212410,2000,0,LSTM,2,28,16,,,,,2,True,,+ACI-0,4+ACI-
212420,2400,100,LSTM,0,28,32,,,,,3,False,,+ACI-0,5+ACI-
212430,2300,200,LSTM,1,28,64,,,,,4,True,,+ACI-0,4+ACI-
212440,500,250,LSTM,2,28,128,,,,,5,False,,+ACI-0,5+ACI-
212450,450,300,LSTM,2,28,256,,,,,2,False,,+ACI-0,3+ACI-
212460,450,50,LSTM,1,28,16,,,,,3,True,,+ACI-0,3+ACI-
212470,2200,300,LSTM,0,28,32,,,,,4,False,,+ACI-0,4+ACI-
212480,700,50,LSTM,2,28,64,,,,,5,True,,+ACI-0,5+ACI-
212490,1400,100,LSTM,1,28,128,,,,,2,True,,+ACI-0,4+ACI-
212500,400,100,LSTM,2,28,256,,,,,3,False,,+ACI-0,4+ACI-
212510,450,50,LSTM,0,28,16,,,,,4,True,,+ACI-0,5+ACI-
212520,2800,200,LSTM,1,28,32,,,,,5,False,,+ACI-0,5+ACI-
212530,1200,300,LSTM,2,28,64,,,,,2,False,,+ACI-0,3+ACI-
212540,1300,200,LSTM,0,28,128,,,,,3,True,,+ACI-0,4+ACI-
212550,600,150,LSTM,1,28,256,,,,,4,False,,+ACI-0,3+ACI-
212560,350,150,LSTM,0,28,16,,,,,5,True,,+ACI-0,3+ACI-
212570,1000,0,LSTM,2,28,32,,,,,2,True,,+ACI-0,3+ACI-
212580,100,0,LSTM,0,28,64,,,,,3,False,,+ACI-0,4+ACI-
212590,400,100,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
212600,1000,0,LSTM,2,28,256,,,,,5,False,,+ACI-0,5+ACI-
212610,1500,0,LSTM,0,28,16,,,,,2,False,,+ACI-0,5+ACI-
212620,750,0,LSTM,1,28,32,,,,,3,True,,+ACI-0,3+ACI-
212630,700,50,LSTM,2,28,64,,,,,4,False,,+ACI-0,3+ACI-
212640,250,0,LSTM,0,28,128,,,,,5,True,,+ACI-0,5+ACI-
212650,1200,300,LSTM,1,28,256,,,,,2,True,,+ACI-0,4+ACI-
212660,2300,200,LSTM,0,28,16,,,,,3,False,,+ACI-0,5+ACI-
212670,1300,200,LSTM,2,28,32,,,,,4,True,,+ACI-0,4+ACI-
212680,600,150,LSTM,0,28,64,,,,,5,False,,+ACI-0,3+ACI-
212690,800,200,LSTM,1,28,128,,,,,2,False,,+ACI-0,5+ACI-
212700,2300,200,LSTM,2,28,256,,,,,3,True,,+ACI-0,5+ACI-
212710,900,100,LSTM,0,28,16,,,,,4,False,,+ACI-0,3+ACI-
212720,1000,0,LSTM,1,28,32,,,,,5,True,,+ACI-0,4+ACI-
212730,650,100,LSTM,1,28,64,,,,,2,True,,+ACI-0,5+ACI-
212740,700,300,LSTM,2,28,128,,,,,3,False,,+ACI-0,4+ACI-
212750,750,0,LSTM,0,28,256,,,,,4,True,,+ACI-0,4+ACI-
212760,700,300,LSTM,1,28,16,,,,,5,False,,+ACI-0,4+ACI-
212770,1500,0,LSTM,2,28,32,,,,,2,False,,+ACI-0,3+ACI-
212780,450,300,LSTM,0,28,64,,,,,3,True,,+ACI-0,4+ACI-
212790,800,200,LSTM,2,28,128,,,,,4,False,,+ACI-0,3+ACI-
212800,900,100,LSTM,0,28,256,,,,,5,True,,+ACI-0,3+ACI-
212810,1400,100,LSTM,2,28,16,,,,,2,True,,+ACI-0,5+ACI-
212820,650,100,LSTM,0,28,32,,,,,3,False,,+ACI-0,3+ACI-
212830,300,200,LSTM,0,28,64,,,,,4,True,,+ACI-0,5+ACI-
212840,2200,300,LSTM,1,28,128,,,,,5,False,,+ACI-0,3+ACI-
212850,2700,300,LSTM,2,28,256,,,,,2,False,,+ACI-0,3+ACI-
212860,2000,0,LSTM,0,28,16,,,,,3,True,,+ACI-0,4+ACI-
212870,2000,0,LSTM,0,28,32,,,,,4,False,,+ACI-0,3+ACI-
212880,150,100,LSTM,1,28,64,,,,,5,True,,+ACI-0,5+ACI-
212890,1300,200,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
212900,3000,0,LSTM,1,28,256,,,,,3,False,,+ACI-0,5+ACI-
212910,500,0,LSTM,2,28,16,,,,,4,True,,+ACI-0,4+ACI-
212920,1400,100,LSTM,0,28,32,,,,,5,False,,+ACI-0,5+ACI-
212930,1900,100,LSTM,1,28,64,,,,,2,False,,+ACI-0,4+ACI-
212940,300,200,LSTM,0,28,128,,,,,3,True,,+ACI-0,4+ACI-
212950,1000,0,LSTM,1,28,256,,,,,4,False,,+ACI-0,5+ACI-
212960,2900,100,LSTM,2,28,16,,,,,5,True,,+ACI-0,4+ACI-
